text,rating,business_id,rating_strength,score
This place closed over two years ago but Yelp wanted me to review it! It was delightful! Sorry no one can go anymore.,5,WQFn1A7-UAA4JT5YWiop_w,0.5674867506023611,0
"Always have enjoyed Twilight Bistro, one of our favorites and regular hangouts when we had our Vancouver home, but sold it in 2015. We do still stop in when...",4,WQFn1A7-UAA4JT5YWiop_w,0.5674867506023611,0
"Gluten and dairy free friends, this is a spot you can get pizza that actually tastes delicious! My only warning is that Twilight's menu does indicate that...",1,WQFn1A7-UAA4JT5YWiop_w,0.5674867506023611,0
"This was my first time visiting and it was delicious! I would come back here again, and need to try some of their cocktails next time I come. 

Parking:...",4,TA1KUSCu8GkWP9w0rmElxw,0.617664583182954,0
It's been a while since I've been at Flip Burger. Having the Atlanta Passbook brought me here again. We came for lunch on a Saturday and it was not busy at...,4,TA1KUSCu8GkWP9w0rmElxw,0.617664583182954,0
"First let me say the lady at the door who sat us was very sweet.

We didn't eat because we were out supporting restaurants who are in our Dining out book....",1,TA1KUSCu8GkWP9w0rmElxw,0.617664583182954,0
"I wish I could leave no stars at all. This service was awful. I had locked my keys in my car and called for someone to get them out. Rhett was late, and he...",1,wZgUAuDuEGPEzKK-PsngKQ,0.30275866260334006,0
I recently needed a key made for my Dodge truck on a Sunday and waited for two other locksmith companies to come and work on it. After waiting for three and...,5,wZgUAuDuEGPEzKK-PsngKQ,0.30275866260334006,0
Where to begin... it took them 75 minutes to get to me when I live right in the center of town. They quoted me $55 plus 10% discount. When they arrived he...,1,wZgUAuDuEGPEzKK-PsngKQ,0.30275866260334006,0
My first time at Chathams was an experience I will never forget. This place was definitely magical. In between the fast service and elegant scenery this...,5,mw_qxZJraNu7Q6u0GkcMew,0.960441667139606,1
One of the best in Florida; Dont forget to ask for the soufflé at the end and whatever you choose is a winner.,5,mw_qxZJraNu7Q6u0GkcMew,0.960441667139606,1
The service was very good and the food was okay but it was Extremely overpriced.  Very limited menu the night we were there.,3,mw_qxZJraNu7Q6u0GkcMew,0.960441667139606,1
This is my favorite bar in town because of Dan and Traci at the bar. They always gives great service. I likely will not go there if one of them is not...,5,gGvNgShksetPoimyKV8I9Q,0.7892289060338694,0
"I really Enjoyed my Uber eats order. I had my order delivered through Uber eats. I got the following:

Ninja warrior dog: this hotdog was very filling. It...",5,gGvNgShksetPoimyKV8I9Q,0.7892289060338694,0
"I came for a Ravens game, so the place was definitely busy, and I'm pretty sure I'm not getting food poisoning, so rounding up from a 1.5 or so. With that...",2,gGvNgShksetPoimyKV8I9Q,0.7892289060338694,0
"Inside out: the place is average on the outside, parking can be a little rough but that's standard for the area. Inside is a delightful haven of all things...",5,6Hm2FmfLcU_M91TrZI5htA,0.9995928371813949,1
"Very cool vibe, and design. I loved all the decor inside. Drinks are very cool and unique as well. I only had the poutine during my one visit and it wasn't...",4,6Hm2FmfLcU_M91TrZI5htA,0.9995928371813949,1
"My daughter invited me in this joint.

Pro: very good design in this joint. Drinks were invitetive . The staff were cool. Food were  they have board games...",4,6Hm2FmfLcU_M91TrZI5htA,0.9995928371813949,1
Loved everything that we got here. I'm a pastry shop connoisseur and love French pastries especially. I was so happy that we got to go here and experience...,5,KXCXaF5qimmtKKqnPc_LQA,0.9995928371813949,1
"The inside of this place was super cute and clean! In addition, probably one of the nicest bathrooms I have ever been to haha. The staff was quick and...",4,KXCXaF5qimmtKKqnPc_LQA,0.9995928371813949,1
"The interior is a dream. It feels so luxurious and all the pretty pastries are lined up in the glass. We came here mainly for the hot chocolate, but decided...",4,KXCXaF5qimmtKKqnPc_LQA,0.9995928371813949,1
"Great portion, authentic pho and friendly quick service. Worth a visit! 

The menu is expansive and good quality.",5,zmZ3HkVCeZPBefJJxzdJ7A,0.9706228526154435,1
"Flavorful Vietnamese take-out!

We ordered take-out from Le's last night and it was really delicious and quick! Just beware that you'll feel so full and...",4,zmZ3HkVCeZPBefJJxzdJ7A,0.9706228526154435,1
"Summary: Just stick with pho at this location

Came here for dinner takeout in the weekend.  Wanted to try something else besides the usual pho and...",3,zmZ3HkVCeZPBefJJxzdJ7A,0.9706228526154435,1
"I haven't come back for the subs, but will.

So, in the name of science, I ate three donuts in my first sitting at this little shop, out of the half dozen...",5,ZW7aI5FO_3q_vSzI4_zx-Q,0.960441667139606,1
I was in the area and wanted to try something that I could not try  on my side of town. After a little research I opted for something that I would not...,3,ZW7aI5FO_3q_vSzI4_zx-Q,0.960441667139606,1
"Places like this are always my favorite.  No frills, tucked away, neighborhood, mom and pop shop.  Solid simple sandwich for a great price.  Quick and...",5,ZW7aI5FO_3q_vSzI4_zx-Q,0.960441667139606,1
"It's a simple no frills place. We got pho, fresh tofu rolls and tofu bahn mi. The food came out quite fast.

The tofu rolls came with a peanut sweet salty...",4,mOnesB4IF9j6-ZmHoOHOig,0.9995928371813949,1
"As soon as we sat down, we got our drinks order taken and immediately after I was putting in my order.  They didn't have the combination of Brisket and...",4,mOnesB4IF9j6-ZmHoOHOig,0.9995928371813949,1
"This is my go-to spot for pho. I used to always order the N20 (pho ga, aka chicken pho) until I tried the N7 (pho chin nam, aka pho with well-done brisket...",5,mOnesB4IF9j6-ZmHoOHOig,0.9995928371813949,1
Awesome 24 hour station! Full service by Riley. He was even cheerful at 4am. ALSO high marks for a spotless station!,5,MJYb0fioM-X7jc_0RIYyqQ,0.5259365629282619,0
"This place cost me my job. A trip to court this 21st where I will be accused of a false action, ""head butting"", I did not commit. An employee pulled d a...",1,MJYb0fioM-X7jc_0RIYyqQ,0.5259365629282619,0
Great location but I never go here because their gas is way more expensive than all the other gas stations in the area. I did need to go here the other...,3,MJYb0fioM-X7jc_0RIYyqQ,0.5259365629282619,0
We found a new fav ramen in the city! The first time we tried Ramen Danbo was in Seattle and we tried the Original Rekka and it didn't leave an impression....,5,jMz_y_-cWMfiZF7Q5snE6Q,0.9997992200394193,1
"Oh boy, be prepared to WAIT! We arrived to find an insanely long line down the street around 7:30pm. The inside is small, and so turn over is slow. We ended...",4,jMz_y_-cWMfiZF7Q5snE6Q,0.9997992200394193,1
"Followed this ramen place when I tried it for the first time in Seattle, WA in the summer of 2021. I would rate it 10/10

PROS: 

- Ability to customize...",5,jMz_y_-cWMfiZF7Q5snE6Q,0.9997992200394193,1
"My experience with LasikPlus+ has been absolutely wonderful thus far! 

After an initial consultation, during which my eyesight was tested through a...",5,I2OblwJG8_XzFxxoHU0vVQ,0.7892289060338694,0
I got my LASIK procedure done exactly a week and 1 day ago. The actual procedure was a bit uncomfortable but it didn't hurt at all. The hours following the...,5,I2OblwJG8_XzFxxoHU0vVQ,0.7892289060338694,0
"I was finally able to talk to someone via zoom. The lady was perfectly nice, very friendly and informative. She scheduled me to have an in-person...",2,I2OblwJG8_XzFxxoHU0vVQ,0.7892289060338694,0
"A great Chinese restaurant. As authentic as it can get. My brother in law confirms it. Our family's favorite, steamed fish done two ways, plum ribs, stir...",5,WDGeeyeK7bG0cvq_ZglAdA,0.9995928371813949,1
"Got the $15.95 twin lobster special, but you HAVE to order two other dishes to get that price.  The lobster was excellent -- it was incredibly easy to get...",4,WDGeeyeK7bG0cvq_ZglAdA,0.9995928371813949,1
"Only complaint I have about this place is its size of the room. There are too many tables for small space. Otherwise, foods are fantastic. I didn't realize...",4,WDGeeyeK7bG0cvq_ZglAdA,0.9995928371813949,1
I am so confused by the bad reviews...I have been to four Massage Envy locations in New York and Boston and this is by far the best one. All the ladies at...,5,ISBs1ARjIFCXGWqPmGSMog,0.42936799172036316,0
"This place is the worst! My husband and I have been members for about 17 years, and we are ready to cancel our membership. The staff turnover is very high,...",1,ISBs1ARjIFCXGWqPmGSMog,0.42936799172036316,0
BUG BITE AND COLD AC DURING THE MASSAGE: A Tale of Woe:  Normally I would have recommended Massage Envy but at this location I had a great technician -...,2,ISBs1ARjIFCXGWqPmGSMog,0.42936799172036316,0
"The hotel was fine. The room fit a family of 5 nicely. The waterpark is designed for younger kids, but my tween and teens had a good time. If you have older...",4,_gOz7-aHMyGUHOtjDrEv2w,0.617664583182954,0
"This place really deserves zero stars 

- hotel is outdated and looks more like a motel 6 with a water park than an actual resort 

- upon my arrival we had...",1,_gOz7-aHMyGUHOtjDrEv2w,0.617664583182954,0
Stayed last night at this hotel- it's a average. Has a water park for the kids which is nice.,4,_gOz7-aHMyGUHOtjDrEv2w,0.617664583182954,0
"I spent most of my college years on the Red Line between Park Street and the Red Line (heading to Harvard Square, but not the University itself) and it...",3,I-qL4zwr62710OJBtVv28A,0.5259365629282619,0
No bathrooms anywhere. And had to pay twice because we exited without knowing (no signs posted)!!!,1,I-qL4zwr62710OJBtVv28A,0.5259365629282619,0
"This sees to be a consistent line I travel whenever I am in town. The stations are usually pretty quick to use to grab a ticket, hop the train and hop off....",5,I-qL4zwr62710OJBtVv28A,0.5259365629282619,0
"This is a hidden gem. Some of the best authentic interior Mexican food this side of the border.
The mole enchiladas were by far the best I have had in thr...",5,-_GnwXmzC3DXsHR9nyaC2g,0.9997992200394193,1
I have been going to Curra's for breakfast since 2015.  I am not local but stop by when I am in Austin. There is a lot of overrated breakfast tacos and...,5,-_GnwXmzC3DXsHR9nyaC2g,0.9997992200394193,1
"There's a game the wife and I have been playing for two decades. The premise is simple, let's find a place to eat lunch during a holiday. Eventually, a...",4,-_GnwXmzC3DXsHR9nyaC2g,0.9997992200394193,1
"Let me preface by saying that the customer service here is great and probably is the main reason I came back for a second service. 

I rarely leave reviews...",3,CF2k7avLtV246iJwp16J7Q,0.9706228526154435,1
Excellent and on time service! Ray got my oil changed and all brake pads replaced in the same day for a great price. Thank you lamb's!,5,CF2k7avLtV246iJwp16J7Q,0.9706228526154435,1
First time ever at a tire shop. I came in because the pressure in the rear left tire kept deflating and I didn't know why. I figured it would lead to a flat...,4,CF2k7avLtV246iJwp16J7Q,0.9706228526154435,1
Bailey was amazing!! A great evening and great service.  Her suggestions were on point and she should be behind the bar.,5,Qydynzc1ApxsSkVNEgPs9A,0.562051476557143,0
"Brilliant as always 
, these guys bent over backwards to open after the storm 
Well done millers team",5,Qydynzc1ApxsSkVNEgPs9A,0.562051476557143,0
"Our family visited this location on 11/21/22. Our server (Christine) took our drink order quickly. I thought to myself ""Finally, a place that doesn't leave...",1,Qydynzc1ApxsSkVNEgPs9A,0.562051476557143,0
"Visited BQE for brunch and there are a few things you beed to know before you go! 

1. Valet is NOT $10 its $20! 
2. There's something up with the water, so...",4,dWBKYjQ3q2v2dOjsfLLxDg,0.6226806094698651,0
Went here with friends. Server was nice but didn't listen to us most of the night. This place is expensive for no reason. I kept asking for a fork but they...,1,dWBKYjQ3q2v2dOjsfLLxDg,0.6226806094698651,0
"Good for vibes and mimosas...the music is lit!

The food is okay. I've had the shrimp & grits here before and most recently had the salmon pasta. Listen....",3,dWBKYjQ3q2v2dOjsfLLxDg,0.6226806094698651,0
Glad I made a reservation!  This is a neighborhood hot spot for Sunday brunch and there were people everywhere.  The space is super small but has a cute...,4,IdXHHEUH4ebcxdRxCo3JNw,0.9995928371813949,1
"Rosebud is the first of ""Angry Chef"" Ron Eyester's Atlanta restaurants.  It's located in Virginia-Highland next to his other restaurants: neighborhood bar...",4,IdXHHEUH4ebcxdRxCo3JNw,0.9995928371813949,1
"As someone who has lived mere miles from Rosebud for a while, I am completely ashamed that it took me so long to stop in and eat here. I can safely say that...",5,IdXHHEUH4ebcxdRxCo3JNw,0.9995928371813949,1
"I still think the food here is good for takeout. I don't really do dine in anymore since they closed the dining room side for a while during Covid.

My...",4,luOZQ9YBrWwP8mYrS4rNoA,0.5674867506023611,0
"I've been a long time patron of this place, amazing bartenders, the food is great for a divey Chinese bar and it use to be a great place to socialize and...",1,luOZQ9YBrWwP8mYrS4rNoA,0.5674867506023611,0
"The bartender, Brian, greeted me like an friend. The food was great and I really enjoyed the authentic dive bar feel.",5,luOZQ9YBrWwP8mYrS4rNoA,0.5674867506023611,0
Revisited Yalla a couple years later and it is still solid. The concept is basically fast casual Mediterranean (although I think it might be more...,4,p2BkIrOuIsxGqtV0lwOZUw,0.9966084606706863,1
"Ok, so part of my disappointment here was my fault. I was disappointed that I couldn't have ramen which is what I was craving and when I'm disappointed I...",3,p2BkIrOuIsxGqtV0lwOZUw,0.9966084606706863,1
"In Kroger street - 
I've been here before but didn't leave a review so here's a review this time. I tried ""the shouk"" bowl because it comes with fries. The...",3,p2BkIrOuIsxGqtV0lwOZUw,0.9966084606706863,1
Wow this was the best catered Thanksgiving dinner ever !!! Busy Bee thumbs up to the cooks ! My daughter purchased our meal here and everything was...,5,AvXqLbcGCxdIEF_qZTY0Kw,0.562051476557143,0
An Atlanta staple for allllll of the 30 years I've been here. It just feels like going to your grandmama's house or a family reunion where your favorite...,5,AvXqLbcGCxdIEF_qZTY0Kw,0.562051476557143,0
Went on a Sunday and was hoping to get good sit-down meal.  It was cold outside so disappointed to learn takeout only.   Waited  outside in cold drizzly...,1,AvXqLbcGCxdIEF_qZTY0Kw,0.562051476557143,0
"Alright so I had their Spinach and Roasted Mushroom Sicilian Pizza there and (yes i was pigging out) also had their Gnocchi with Alfredo sauce. 

The...",4,xPo2OA5_wQgUEzAr-1o1Lg,0.8092179137326125,1
"Don't Bother, Food is Below average. Bad Value. Go to Papa Gino's Instead.  

The only thing I liked here was the frozen Lemonade and they didn't even make...",2,xPo2OA5_wQgUEzAr-1o1Lg,0.8092179137326125,1
"One of the best pizzas I've ever had, bar none  I'm a visiting Californian and I just rue the fact that we don't have anything like Pizzapalooza where I...",5,xPo2OA5_wQgUEzAr-1o1Lg,0.8092179137326125,1
"To be clear, there are three (possibly four) listings for this site; all with different names (the most popular and commonly used name is Hope Outdoor...",5,vRrDTIW9IFBO4cc3laazUw,0.9997992200394193,1
"If you didn't see the Graffiti Wall, did you even Austin?


Gotta see this if you're visiting. It's pretty cool.

Local artists will be there spray...",5,vRrDTIW9IFBO4cc3laazUw,0.9997992200394193,1
"Great photo op if you ever find yourself in the city of Austin Texas.  Upon googling things to visit in Austin,  this spot always popped up which sparked my...",4,vRrDTIW9IFBO4cc3laazUw,0.9997992200394193,1
"Our favourite Happy Hour in the city! The calamari, oysters and wings are fantastic. They have a great beer selection but I always opt for the Lonetree...",5,M4jkJHewQXZvDV34Tuon8g,0.9997992200394193,1
"A stellar experience from moment we were greeted. The friendly, patient and informative staff offered outstanding service. Even the owner was a part of the...",5,M4jkJHewQXZvDV34Tuon8g,0.9997992200394193,1
"Came here for happy hour and had a great time!

My party of 4 came around 5 pm on a Monday and it wasn't busy at all. We opted to sit outside on their...",4,M4jkJHewQXZvDV34Tuon8g,0.9997992200394193,1
Hit Kahuna's* for a happy hour with 1/2 priced appetizers.   It made me feel all Island.  Appetizers were cheap but overwelmingly deep fried - not so much...,4,WtDOs3a6k_oPJmwiDh4qBQ,0.9034838558627206,1
"Last Friday I pulled up to Kahuna's to the sight of one of the waitresses jumping up and down repeatedly for one of the customers.  Needless to say, she was...",3,WtDOs3a6k_oPJmwiDh4qBQ,0.9034838558627206,1
"Nothing I can't get at a dozen other places in town. It is kinda nice to have another bar up at this end of town, though. 

We went for happy hour. They...",2,WtDOs3a6k_oPJmwiDh4qBQ,0.9034838558627206,1
"I have shopped here off and on for several years, as I live in Weymouth and my mom in Norwell. I have had similar past experiences with the rude older...",4,zWp3VbtS1p6PEdOxImpL1A,0.9997992200394193,1
I stopped in the other day and was very happy with what I found. The store is spacious and well organized with huge mirrors in the changing rooms. The...,5,zWp3VbtS1p6PEdOxImpL1A,0.9997992200394193,1
"The new, young owner, location on Farrar Farm Road and store are great. I am happy they added the sign out on route 53 so it's easier to find.  I went in...",5,zWp3VbtS1p6PEdOxImpL1A,0.9997992200394193,1
They get 4 stars from me. I just bought my new baby here - a 2022 Rav 4 Hybrid. We shopped around a big and this location was the most straight-forward with...,4,Ld88I1LFRlxnFlQVIoHAJw,0.5674867506023611,0
"Pack a lunch, bring a book, and prepare to wait hours, and hours, and hours, and resist all the extras they will try to sell you.

I had a 7:30 am...",1,Ld88I1LFRlxnFlQVIoHAJw,0.5674867506023611,0
"I bought a Toyota RAV4 from this AutoNation, and so far has been an  excellent car, and I'm very happy with my purchase overall. 

When we initially  went,...",5,Ld88I1LFRlxnFlQVIoHAJw,0.5674867506023611,0
"Best clam chowder in the Boston area. Creamy but not too thick like a lot of the pasty offerings out there. 

The luncheon haddock plate with fries and a...",5,EuiU19EjhybpGLXqBzntgw,0.617664583182954,0
"Got the MEDIUM Fried Shrimp and MEDIUM Onion Rings to share between my friend and I. Food was okay-ish, nothing special (definitely wouldn't come back for...",2,EuiU19EjhybpGLXqBzntgw,0.617664583182954,0
"The two women at the counter, instead of having a staring contest they should offered help. They made my visit very uncomfortable as if a person of my...",2,EuiU19EjhybpGLXqBzntgw,0.617664583182954,0
"Highly recommend this brunch Spot! 
Staff is super friendly, the restaurant has a great welcoming warm feeling. Open faced kitchen which is really nice to...",5,VPqWLp9kMiZEbctCebIZUA,0.960441667139606,1
The wait on a Saturday morning was around 45-60 minutes but you are able to leave your contact information and they'll send you a message when your table is...,3,VPqWLp9kMiZEbctCebIZUA,0.960441667139606,1
"Best brunch in Vancouver, hands down.
Of the brunch places in Vancouver, Medina's is the only place where I have found any originality, and that doesn't...",5,VPqWLp9kMiZEbctCebIZUA,0.960441667139606,1
"Whenever I had some business in Portland, I would make it my priority to at least have one meal at their stall at Pine Street Market under the name ""Marukin...",5,9P-lp3AWDXGayDqJz9VPwQ,0.5259365629282619,0
"As I waited for my single bowl of soup to arrive how many delivery drivers walked out with orders?

In the 40 MINUTES I waited for my single bowl of soup...",1,9P-lp3AWDXGayDqJz9VPwQ,0.5259365629282619,0
"This is a cute and popular ramen place during dinnertime. This was my first time and I ordered the Tonkotsu Shoyu ramen to go. The ramen was good, but I...",3,9P-lp3AWDXGayDqJz9VPwQ,0.5259365629282619,0
Note: This review is from a DoorDash order BUT I had a very pleasant experience (otherwise I normally don't like to review restaurants based on delivery...,4,PYDzfxSLUCCwQysbOkFSVA,0.9997992200394193,1
"Had a blast here on a Sunday night. Not too crowded but I hear it's much busier normally. I really like the live music and the pinball! I ordered a coke,...",5,PYDzfxSLUCCwQysbOkFSVA,0.9997992200394193,1
"This is a really neat spot. Good vibes, good, and drink! I had the Chicken Katsu Sandwich. I thought it was delicious - juicy, fresh, and innovative....",5,PYDzfxSLUCCwQysbOkFSVA,0.9997992200394193,1
"This is still one of my favorite lunch spots in the area. 

My friend and I come here and order the queso with their habanero and jalapeño sauces almost...",4,g3pXGPRKYd_WQxLT2IFPxQ,0.5674867506023611,0
Closest thing to SA Mexican food I've found in Austin. The best options for huevo rancheros and migas. Vegetarian Plates!!! Cute little hidden gem  fair...,5,g3pXGPRKYd_WQxLT2IFPxQ,0.5674867506023611,0
Should have known it was going to be bad. We were the only customers in the whole place. The refried beans tasted awful like they burnt the lard in them....,1,g3pXGPRKYd_WQxLT2IFPxQ,0.5674867506023611,0
"My favorite place in Newtonville and ONE OF my faves in greater Boston.  Amazing beer selection, very good prices on some items, fun and tasty imported...",5,LAhRM37ofCq5f4nCM20aCA,0.562051476557143,0
"Just went in to order sandwiches.  Its around 11am.  They've been open for hours.
They literally told me they didn't feel like making the muffaletta...",1,LAhRM37ofCq5f4nCM20aCA,0.562051476557143,0
I can always find odd spices and munchies for my book club here.  I've good luck with staff and wine recommendations here too.,5,LAhRM37ofCq5f4nCM20aCA,0.562051476557143,0
The service we received for a 25th anniversary from mears connect down in Orlando Florida was exceptional. The drivers were helpful with getting our luggage...,5,jdAHMkNHejuvOk9vE6wGWA,0.30275866260334006,0
"If there was a rating lower than 1-star, Mears would earn it.

My wife booked Mears to pick us up from our WDW resort, and could not even select the pickup...",1,jdAHMkNHejuvOk9vE6wGWA,0.30275866260334006,0
"Ok, as an update I reached out to their customer service as requested. I got kind of a weird ""oh, sorry about that"" response. 

Oh, and on my return, the...",1,jdAHMkNHejuvOk9vE6wGWA,0.30275866260334006,0
"We had nothing but the best experience here. Parking in the garage behind, validation provided up to 1h 15m.  Walked in and was greeted promptly and handed...",5,bZiIIUcpgxh8mpKMDhdqbA,0.9997992200394193,1
This burger joint is my go to whenever I'm hungry and don't want to put any thought into where I want to go. Fantastic burgers and fries (Parmesan truffle...,4,bZiIIUcpgxh8mpKMDhdqbA,0.9997992200394193,1
"Stopped in during lunch, there was quite a line, but fortunately the line moved pretty quickly. 

I ordered the Magic Shroom with cheddar, cooked medium,...",5,bZiIIUcpgxh8mpKMDhdqbA,0.9997992200394193,1
I stop by this location on the way to work since there's a drive thru and the line moves pretty quick unless someone orders a whole bunch of items and backs...,5,0nMbLN0B5I-2tNnQLSo86w,0.9995928371813949,1
Nitro Sweet Cream Cold Brew. Nitro Sweet Cream Cold Brew. Nitro Sweet Cream Cold Brew... this is my mantra on particularly rocky mornings filled with...,4,0nMbLN0B5I-2tNnQLSo86w,0.9995928371813949,1
This review is strictly for the new impossible breakfast sandwich. I ordered pick up along with a venti iced unsweetened passion tea. I ordered about 7...,4,0nMbLN0B5I-2tNnQLSo86w,0.9995928371813949,1
"Wow, what fantastic food overall! Got sweet potato bisque, sweet chilli dumplings and margarita pizza. All were fresh and delicious! Fast service, got take...",5,wVlxPWwFL-MrzCXim-UfWg,0.5674867506023611,0
We were seated outside and ordered some drinks and a margarita pizza. Watched as others were seated by the host.  The host ended up getting other peoples...,1,wVlxPWwFL-MrzCXim-UfWg,0.5674867506023611,0
The food is most impressive at Bambolina and is deserving of high praise! We came here while visiting Salem based on recommendation and left impressed....,4,wVlxPWwFL-MrzCXim-UfWg,0.5674867506023611,0
"Got a car from here for a weekend in Florida and everything was smooth as silk.   I booked an ""Emerald Aisle"" car which means you can bypass the counter and...",4,ZX6v0viDJtr_fP7Mt3Gczg,0.9706228526154435,1
"We get a discount through work, and I booked an Emerald Aisle car.  Bypassed the counter, and walked towards the row where the cars were at.  I got in a...",5,ZX6v0viDJtr_fP7Mt3Gczg,0.9706228526154435,1
"Didn't have the best experience renting a car here in the evening around 8pm.

First, the car selection was not great. The lot was mostly empty.

Second,...",3,ZX6v0viDJtr_fP7Mt3Gczg,0.9706228526154435,1
Came here for lunch with my girlfriend and very good friend of ours. Service was nice and quick. I had the chicken Alfredo which was good.,4,avhO2gx4ensf6Su6ld9d5g,0.6226806094698651,0
"While this updated review isn't representative of Olive Garden's norms, there was definitely a lot off about tonight's shift. 

Firstly, the waiter...",3,avhO2gx4ensf6Su6ld9d5g,0.6226806094698651,0
This was such a disappointment. I've been visiting this location for 20years and this week my family decided to dine in. The server was so focused on the...,1,avhO2gx4ensf6Su6ld9d5g,0.6226806094698651,0
"From beginning to end, great experience. Stephen, the General Manager, updated me all along the way and answered all my questions. Employees that helped me...",5,0TU09h0pr6Jfd2VBorDAbw,0.562051476557143,0
Worst customer service and communication are very horrible between their employees/management and auto insurance! Never go back here again and I won't...,1,0TU09h0pr6Jfd2VBorDAbw,0.562051476557143,0
Shout out to Mikayla at the east colonial service king. She is a sweetheart and makes the process of getting your car repaired nice and smooth. Constantly...,5,0TU09h0pr6Jfd2VBorDAbw,0.562051476557143,0
